Task_ID,Duration,Start_Time,End_Time,Memory_Usage,Completion_Time
3599,1,13,14,93.7,1
4320,1,13,14,93.7,1
4921,1,13,14,93.7,1
4129,1,13,14,93.7,1
4562,1,13,14,93.7,1
4872,1,13,14,93.7,1
3717,1,13,14,93.7,1
1319,2,13,15,93.7,2
3243,2,13,15,93.7,2
3619,2,13,15,93.7,2
514,2,13,15,93.7,2
326,2,13,15,93.7,2
122,2,13,15,93.7,2
1506,2,13,15,93.7,2
578,2,13,15,93.7,2
1072,2,13,15,93.7,2
936,2,13,15,93.7,2
316,2,13,15,93.7,2
338,2,13,15,93.7,2
462,2,13,15,93.7,2
87,2,13,15,93.7,2
3872,1,14,15,93.7,1
3855,1,14,15,93.7,1
4607,1,14,15,93.7,1
4440,1,14,15,93.7,1
4138,1,14,15,93.7,1
4856,1,14,15,93.7,1
4220,1,14,15,93.7,1
3645,1,14,15,93.7,1
4820,1,14,15,93.7,1
4202,1,14,15,93.7,1
4074,1,14,15,93.7,1
1705,2,14,16,93.7,2
1703,2,14,16,93.7,2
961,2,14,16,93.7,2
2092,2,14,16,93.7,2
2043,2,14,16,93.7,2
721,2,14,16,93.7,2
2396,2,14,16,93.7,2
543,2,14,16,93.7,2
408,2,14,16,93.7,2
1853,2,14,16,93.7,2
925,2,14,16,93.7,2
748,2,14,16,93.7,2
1102,2,14,16,93.7,2
1765,2,14,16,93.7,2
501,2,14,16,93.7,2
1192,2,14,16,93.7,2
782,2,14,16,93.7,2
1188,2,14,16,93.7,2
751,2,14,16,93.7,2
354,2,14,16,93.7,2
677,2,14,16,93.7,2
644,2,14,16,93.7,2
35,2,14,16,93.7,2
0,2,14,16,93.7,2
441,2,14,16,93.7,2
4112,1,15,16,93.7,1
3943,1,15,16,93.7,1
4776,1,15,16,93.7,1
4675,1,15,16,93.7,1
4392,1,15,16,93.7,1
4438,1,15,16,93.7,1
4383,1,15,16,93.7,1
4625,1,15,16,93.7,1
4130,1,15,16,93.7,1
1764,2,15,17,93.7,2
3292,2,15,17,93.7,2
4934,2,15,17,93.7,2
601,2,15,17,93.7,2
771,2,15,17,93.7,2
194,2,15,17,93.7,2
1702,2,15,17,93.7,2
850,2,15,17,93.7,2
1131,2,15,17,93.7,2
1034,2,15,17,93.4,2
722,2,15,17,93.2,2
660,2,15,17,93.2,2
795,2,15,17,93.3,2
803,2,15,17,93.3,2
55,2,15,17,93.3,2
274,2,15,17,93.3,2
4142,1,16,17,93.3,1
4516,1,16,17,93.3,1
4977,1,16,17,93.3,1
4853,1,16,17,93.3,1
4836,1,16,17,93.3,1
4939,1,16,17,93.3,1
4598,1,16,17,93.3,1
4448,1,16,17,93.3,1
1942,2,16,18,93.3,2
2609,2,16,18,93.3,2
1064,2,16,18,93.3,2
2250,2,16,18,93.3,2
2304,2,16,18,93.3,2
1015,2,16,18,93.3,2
3066,2,16,18,93.3,2
1143,2,16,18,93.3,2
1860,2,16,18,93.3,2
2877,2,16,18,93.3,2
1497,2,16,18,93.3,2
877,2,16,18,93.3,2
1683,2,16,18,93.3,2
1858,2,16,18,93.3,2
540,2,16,18,93.3,2
2352,2,16,18,93.3,2
954,2,16,18,93.3,2
2025,2,16,18,93.3,2
1552,2,16,18,93.3,2
488,2,16,18,93.3,2
1176,2,16,18,93.3,2
890,2,16,18,93.3,2
1834,2,16,18,93.3,2
218,2,16,18,93.3,2
1695,2,16,18,93.2,2
674,2,16,18,93.2,2
4631,1,17,18,93.2,1
4535,1,17,18,93.2,1
1773,2,17,19,93.2,2
3350,2,17,19,93.2,2
764,2,17,19,93.2,2
